sk_os,id_os,sk_tempo,sk_concessionaria,sk_veiculo,sk_servico,sk_cliente,vlr_mao_obra,vlr_pecas_sellout,vlr_pecas_sellin,vlr_total_os,margem_bruta_pecas,tempo_atendimento_h,csat,retornou_30d,status_os
19440,OS019440,632,14,18,9,299,2788.41,1757.3,1027.52,4545.71,729.78,3,4,False,Concluída
19441,OS019441,371,23,67,9,440,1096.86,944.69,551.06,2041.55,393.63,1,4,True,Concluída
19442,OS019442,389,1,83,2,153,206.51,165.14,99.51,371.65,65.63,4,5,False,Concluída
19443,OS019443,149,17,23,11,3226,179.79,158.88,89.79,338.67,69.09,1,4,False,Concluída
19444,OS019444,528,10,60,7,2553,0.0,0.0,0.0,0.0,0.0,1,5,False,Concluída
19445,OS019445,312,16,59,8,2752,745.12,475.94,264.77,1221.06,211.17,4,1,False,Concluída
19446,OS019446,546,3,50,1,1957,613.33,313.2,220.31,926.53,92.89,4,5,False,Em Aberto
19447,OS019447,304,19,61,10,2575,286.45,289.33,208.23,575.78,81.1,2,3,False,Concluída
19448,OS019448,78,11,17,4,3035,595.29,526.56,355.39,1121.85,171.17,3,5,False,Concluída
19449,OS019449,124,25,54,9,2976,1215.9,1059.1,626.72,2275.0,432.38,3,5,False,Concluída
19450,OS019450,603,15,9,9,954,1847.09,1296.49,810.28,3143.58,486.21,7,4,False,Concluída
19451,OS019451,194,18,32,5,3260,880.56,407.6,285.66,1288.16,121.94,6,4,False,Em Aberto
19452,OS019452,199,20,78,7,1761,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
19453,OS019453,682,19,22,11,3720,193.28,156.87,96.12,350.15,60.75,2,5,False,Em Aberto
19454,OS019454,478,7,40,6,53,986.88,574.59,319.77,1561.47,254.82,1,5,False,Concluída
19455,OS019455,81,6,78,4,756,670.13,446.45,293.29,1116.58,153.16,2,5,False,Concluída
19456,OS019456,101,9,52,7,1094,0.0,0.0,0.0,0.0,0.0,5,4,False,Concluída
19457,OS019457,206,13,78,3,3296,158.97,101.64,69.6,260.61,32.04,3,5,False,Concluída
19458,OS019458,434,8,28,1,1143,425.31,395.74,222.22,821.05,173.52,6,5,False,Concluída
19459,OS019459,555,18,44,11,2861,297.32,148.28,104.09,445.6,44.19,5,3,False,Concluída
19460,OS019460,208,3,54,2,3561,227.19,159.36,102.89,386.55,56.47,8,2,False,Em Aberto
19461,OS019461,645,1,48,7,3976,0.0,0.0,0.0,0.0,0.0,6,5,False,Concluída
19462,OS019462,78,24,22,10,2624,287.1,270.18,154.16,557.28,116.02,2,4,False,Concluída
19463,OS019463,152,18,35,4,251,635.99,651.95,468.06,1287.94,183.89,5,5,False,Concluída
19464,OS019464,709,4,45,7,3715,0.0,0.0,0.0,0.0,0.0,1,5,False,Concluída
19465,OS019465,94,18,28,8,2390,585.06,253.71,145.75,838.77,107.96,3,5,False,Concluída
19466,OS019466,656,16,67,7,1856,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
19467,OS019467,514,18,38,5,2807,890.71,1023.54,698.22,1914.25,325.32,8,4,False,Concluída
19468,OS019468,56,3,53,1,565,455.95,237.72,153.23,693.67,84.49,8,5,False,Em Aberto
19469,OS019469,354,14,6,6,550,1334.7,1125.06,703.79,2459.76,421.27,6,5,False,Concluída
19470,OS019470,383,10,14,12,1335,356.44,295.56,197.76,652.0,97.8,7,4,False,Concluída
19471,OS019471,684,5,36,7,1718,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
19472,OS019472,312,8,84,4,36,489.7,372.56,234.29,862.26,138.27,4,5,False,Concluída
19473,OS019473,328,18,51,12,3616,308.8,281.22,196.21,590.02,85.01,7,5,False,Concluída
19474,OS019474,80,5,77,3,601,125.28,70.53,47.26,195.81,23.27,3,5,False,Concluída
19475,OS019475,463,12,44,6,3581,1825.39,2042.82,1361.04,3868.21,681.78,4,4,False,Concluída
19476,OS019476,154,4,45,10,3676,290.33,316.63,177.42,606.96,139.21,6,3,False,Concluída
19477,OS019477,59,12,73,3,3004,86.5,61.85,37.9,148.35,23.95,2,1,False,Concluída
19478,OS019478,729,13,41,10,94,265.59,205.84,136.97,471.43,68.87,3,3,False,Em Aberto
19479,OS019479,204,14,6,8,3934,771.59,443.67,304.47,1215.26,139.2,6,2,False,Concluída
19480,OS019480,99,14,7,5,2374,442.7,217.34,125.58,660.04,91.76,8,3,False,Concluída
19481,OS019481,511,19,83,6,3946,1163.0,1038.91,663.61,2201.91,375.3,3,5,False,Concluída
19482,OS019482,611,10,47,3,976,101.98,109.0,62.49,210.98,46.51,5,3,False,Concluída
19483,OS019483,50,22,33,1,1755,389.66,200.16,143.82,589.82,56.34,5,4,False,Concluída
19484,OS019484,76,9,22,11,2506,297.69,153.01,101.86,450.7,51.15,8,5,False,Concluída
19485,OS019485,67,24,67,1,2263,386.22,457.41,325.63,843.63,131.78,4,5,False,Concluída
19486,OS019486,39,18,77,5,2580,424.59,434.94,255.04,859.53,179.9,1,5,False,Concluída
19487,OS019487,479,17,13,5,2330,1147.31,1194.57,752.32,2341.88,442.25,3,4,False,Concluída
19488,OS019488,431,24,56,1,2659,417.47,216.18,150.25,633.65,65.93,5,4,False,Concluída
19489,OS019489,482,5,77,6,531,1526.59,925.42,518.46,2452.01,406.96,6,3,False,Concluída
19490,OS019490,371,2,12,9,146,945.23,878.84,550.29,1824.07,328.55,5,5,False,Concluída
19491,OS019491,607,10,5,4,2672,553.04,459.62,257.16,1012.66,202.46,6,5,False,Concluída
19492,OS019492,405,1,77,8,1822,531.45,601.14,331.85,1132.59,269.29,6,5,False,Concluída
19493,OS019493,676,8,55,7,215,0.0,0.0,0.0,0.0,0.0,6,4,False,Concluída
19494,OS019494,355,8,76,11,3411,303.11,319.4,210.9,622.51,108.5,5,4,False,Concluída
19495,OS019495,586,6,74,6,2852,1627.13,949.99,676.0,2577.12,273.99,3,5,False,Concluída
19496,OS019496,303,21,15,2,3813,223.4,124.55,89.08,347.95,35.47,3,4,False,Concluída
19497,OS019497,320,5,66,9,1743,3626.04,2464.16,1735.27,6090.2,728.89,3,4,False,Concluída
19498,OS019498,630,22,38,10,42,303.6,332.39,226.63,635.99,105.76,4,5,False,Em Aberto
19499,OS019499,77,21,80,6,1761,1457.23,1494.41,843.38,2951.64,651.03,7,3,False,Concluída
19500,OS019500,416,18,55,12,280,499.32,592.68,401.95,1092.0,190.73,7,4,False,Concluída
19501,OS019501,533,7,55,10,3675,234.37,213.52,130.18,447.89,83.34,7,4,False,Concluída
19502,OS019502,553,4,47,1,289,366.29,297.28,186.64,663.57,110.64,8,5,False,Concluída
19503,OS019503,433,23,14,11,1734,175.38,82.57,46.31,257.95,36.26,5,5,False,Concluída
19504,OS019504,328,1,15,10,3618,297.26,318.78,191.97,616.04,126.81,3,4,False,Concluída
19505,OS019505,196,22,35,5,2495,1057.31,564.68,335.71,1621.99,228.97,4,4,False,Concluída
19506,OS019506,670,2,31,6,3506,824.85,890.44,497.76,1715.29,392.68,4,5,False,Concluída
19507,OS019507,279,19,34,8,265,867.38,460.58,320.55,1327.96,140.03,6,5,True,Concluída
19508,OS019508,593,3,73,10,3932,376.84,219.0,144.68,595.84,74.32,2,3,False,Concluída
19509,OS019509,29,1,7,4,3789,438.96,429.76,293.73,868.72,136.03,4,4,False,Concluída
19510,OS019510,172,21,38,12,3619,409.58,178.02,104.65,587.6,73.37,6,4,False,Concluída
19511,OS019511,262,13,1,9,3435,2132.88,1072.38,767.11,3205.26,305.27,1,4,False,Concluída
19512,OS019512,489,8,14,3,34,156.91,89.73,61.77,246.64,27.96,1,3,False,Em Aberto
19513,OS019513,243,12,25,8,849,749.8,506.75,327.33,1256.55,179.42,1,4,False,Concluída
19514,OS019514,36,8,8,2,1021,221.89,166.56,115.94,388.45,50.62,3,5,False,Concluída
19515,OS019515,125,7,40,6,1952,1395.68,671.4,421.48,2067.08,249.92,6,5,False,Concluída
19516,OS019516,195,23,6,1,2515,363.48,298.69,165.11,662.17,133.58,4,5,False,Concluída
19517,OS019517,127,8,79,11,2982,216.09,236.4,147.47,452.49,88.93,3,5,False,Concluída
19518,OS019518,149,24,20,4,2231,351.27,302.5,184.75,653.77,117.75,3,5,False,Cancelada
19519,OS019519,568,15,81,10,1113,220.8,107.71,69.75,328.51,37.96,7,2,False,Concluída
19520,OS019520,306,21,59,9,626,1662.26,1025.89,578.82,2688.15,447.07,4,1,True,Concluída
19521,OS019521,302,7,6,7,301,0.0,0.0,0.0,0.0,0.0,3,1,False,Concluída
19522,OS019522,706,12,39,10,3970,319.94,307.27,205.81,627.21,101.46,7,3,False,Concluída
19523,OS019523,328,18,10,10,3521,378.73,453.32,263.27,832.05,190.05,4,4,False,Concluída
19524,OS019524,681,4,9,4,1719,697.8,723.87,406.92,1421.67,316.95,4,1,False,Concluída
19525,OS019525,227,6,34,7,490,0.0,0.0,0.0,0.0,0.0,5,4,True,Concluída
19526,OS019526,299,11,77,3,2163,131.4,107.82,74.49,239.22,33.33,8,5,False,Concluída
19527,OS019527,296,10,55,4,1192,635.56,490.49,275.97,1126.05,214.52,1,5,False,Cancelada
19528,OS019528,404,19,75,1,2474,554.14,329.17,192.15,883.31,137.02,3,5,False,Concluída
19529,OS019529,429,18,75,12,4,253.71,289.33,189.98,543.04,99.35,3,4,True,Concluída
19530,OS019530,186,12,61,1,196,459.25,360.58,203.62,819.83,156.96,6,5,False,Concluída
19531,OS019531,588,17,59,4,3919,471.95,520.33,335.17,992.28,185.16,2,3,False,Concluída
19532,OS019532,363,20,79,9,2392,3665.69,4382.33,2461.89,8048.02,1920.44,3,5,False,Concluída
19533,OS019533,7,2,11,1,684,586.71,525.9,290.75,1112.61,235.15,1,4,False,Concluída
19534,OS019534,433,19,13,2,1267,150.61,174.19,108.6,324.8,65.59,6,5,False,Concluída
19535,OS019535,592,12,62,5,1530,1159.37,501.42,322.01,1660.79,179.41,8,5,False,Concluída
19536,OS019536,188,11,71,7,1443,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
19537,OS019537,33,15,22,2,3068,221.18,253.8,178.36,474.98,75.44,4,5,False,Cancelada
19538,OS019538,599,11,38,7,214,0.0,0.0,0.0,0.0,0.0,4,3,True,Concluída
19539,OS019539,714,11,14,5,2181,724.72,563.83,371.64,1288.55,192.19,6,5,False,Concluída
19540,OS019540,59,22,6,6,524,2184.28,1784.24,1145.36,3968.52,638.88,8,2,False,Concluída
19541,OS019541,688,10,31,3,1694,150.03,138.62,84.85,288.65,53.77,5,3,False,Concluída
19542,OS019542,272,19,51,10,129,375.44,219.28,140.64,594.72,78.64,8,4,True,Concluída
19543,OS019543,690,3,3,6,1877,2683.31,1405.9,991.84,4089.21,414.06,5,2,False,Concluída
19544,OS019544,471,4,17,2,740,218.12,219.6,126.27,437.72,93.33,4,5,False,Concluída
19545,OS019545,658,3,20,10,3162,396.07,341.28,226.57,737.35,114.71,2,4,False,Concluída
19546,OS019546,582,15,7,10,3645,215.99,209.83,141.45,425.82,68.38,7,5,False,Concluída
19547,OS019547,25,6,17,5,3227,549.15,269.21,187.49,818.36,81.72,4,3,False,Concluída
19548,OS019548,51,9,58,5,2373,791.42,698.98,417.94,1490.4,281.04,8,1,True,Concluída
19549,OS019549,389,8,27,6,2946,2821.96,1204.87,764.35,4026.83,440.52,8,5,False,Concluída
19550,OS019550,90,2,13,3,3203,145.96,81.69,48.84,227.65,32.85,2,3,False,Concluída
19551,OS019551,337,19,5,2,1276,186.75,134.03,89.32,320.78,44.71,6,5,False,Concluída
19552,OS019552,698,15,65,3,143,147.28,127.36,70.47,274.64,56.89,2,5,False,Concluída
19553,OS019553,224,8,17,4,1662,694.43,293.64,205.65,988.07,87.99,1,5,True,Concluída
19554,OS019554,358,19,37,8,1154,330.08,157.2,107.8,487.28,49.4,3,5,False,Concluída
19555,OS019555,288,5,16,11,133,329.2,298.16,178.68,627.36,119.48,4,4,False,Concluída
19556,OS019556,456,12,18,7,1015,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
19557,OS019557,141,12,3,12,49,329.73,282.79,183.46,612.52,99.33,3,5,False,Concluída
19558,OS019558,196,9,18,1,3502,588.44,587.96,328.05,1176.4,259.91,4,3,False,Concluída
19559,OS019559,637,18,41,7,53,0.0,0.0,0.0,0.0,0.0,2,5,False,Em Aberto
19560,OS019560,603,25,78,3,1192,103.31,84.9,58.76,188.21,26.14,1,3,False,Concluída
19561,OS019561,585,10,17,4,3116,464.09,461.73,320.78,925.82,140.95,5,5,False,Concluída
19562,OS019562,570,5,83,10,1941,363.17,429.54,291.01,792.71,138.53,2,5,False,Concluída
19563,OS019563,336,15,61,11,608,215.33,121.4,71.3,336.73,50.1,2,5,False,Concluída
19564,OS019564,535,25,47,11,1746,313.48,370.47,218.45,683.95,152.02,5,5,False,Concluída
19565,OS019565,290,20,72,7,2846,0.0,0.0,0.0,0.0,0.0,1,5,False,Concluída
19566,OS019566,73,24,68,2,2308,211.05,95.79,66.8,306.84,28.99,4,5,False,Concluída
19567,OS019567,294,24,24,9,218,2822.82,1591.27,1130.9,4414.09,460.37,3,4,False,Cancelada
19568,OS019568,113,19,47,11,2749,183.95,158.01,95.9,341.96,62.11,2,2,False,Concluída
19569,OS019569,292,21,56,5,936,842.67,840.45,579.99,1683.12,260.46,4,4,False,Concluída
19570,OS019570,226,10,75,4,929,350.37,400.06,285.63,750.43,114.43,6,3,False,Em Aberto
19571,OS019571,438,17,76,9,1061,651.51,560.0,374.89,1211.51,185.11,5,5,False,Concluída
19572,OS019572,274,6,14,9,2376,1991.95,1859.56,1273.81,3851.51,585.75,6,5,False,Concluída
19573,OS019573,515,9,71,2,1032,166.89,145.95,97.98,312.84,47.97,4,5,False,Concluída
19574,OS019574,377,17,67,9,1914,3667.06,2636.6,1607.49,6303.66,1029.11,6,5,False,Concluída
19575,OS019575,676,18,11,1,106,423.54,385.34,243.25,808.88,142.09,4,4,False,Em Aberto
19576,OS019576,67,14,2,1,1184,440.2,384.39,235.63,824.59,148.76,5,5,False,Concluída
19577,OS019577,501,23,17,6,895,2516.75,1318.3,770.65,3835.05,547.65,3,5,False,Concluída
19578,OS019578,489,6,42,1,362,594.06,530.83,378.56,1124.89,152.27,1,5,False,Concluída
19579,OS019579,696,11,58,6,409,1550.14,918.22,514.44,2468.36,403.78,7,5,True,Concluída
19580,OS019580,280,19,23,6,2311,1118.47,528.35,301.4,1646.82,226.95,8,4,False,Concluída
19581,OS019581,232,16,33,11,1681,293.8,181.14,106.19,474.94,74.95,7,5,False,Concluída
19582,OS019582,124,2,45,9,118,3193.31,1343.01,952.56,4536.32,390.45,5,4,False,Concluída
19583,OS019583,200,7,78,7,1831,0.0,0.0,0.0,0.0,0.0,3,5,False,Concluída
19584,OS019584,368,21,49,2,101,152.56,74.13,50.93,226.69,23.2,5,5,False,Concluída
19585,OS019585,622,6,20,1,194,526.42,468.92,332.74,995.34,136.18,3,4,False,Cancelada
19586,OS019586,216,15,53,3,1948,128.43,113.79,64.51,242.22,49.28,8,4,False,Concluída
19587,OS019587,112,25,17,2,2448,209.33,102.43,63.62,311.76,38.81,3,4,False,Concluída
19588,OS019588,206,13,8,8,3424,270.5,264.66,181.94,535.16,82.72,5,5,False,Concluída
19589,OS019589,73,7,7,10,981,398.97,476.33,287.53,875.3,188.8,2,3,False,Concluída
19590,OS019590,681,20,37,11,3700,284.2,297.26,187.5,581.46,109.76,5,5,False,Em Aberto
19591,OS019591,646,25,49,10,2277,389.66,197.18,112.39,586.84,84.79,2,5,False,Concluída
19592,OS019592,235,3,68,4,3373,473.1,435.57,280.04,908.67,155.53,8,4,False,Concluída
19593,OS019593,185,15,30,3,2675,87.67,75.13,52.53,162.8,22.6,8,4,False,Concluída
19594,OS019594,667,20,52,2,797,153.78,122.03,87.42,275.81,34.61,6,3,False,Concluída
19595,OS019595,2,3,54,1,3015,600.78,664.64,408.81,1265.42,255.83,8,5,True,Concluída
19596,OS019596,438,15,52,7,1821,0.0,0.0,0.0,0.0,0.0,7,5,False,Concluída
19597,OS019597,674,3,42,2,473,231.41,206.6,139.06,438.01,67.54,6,5,True,Concluída
19598,OS019598,374,15,27,1,403,375.2,385.75,216.07,760.95,169.68,3,3,False,Concluída
19599,OS019599,3,1,3,6,1850,2287.67,1187.65,740.97,3475.32,446.68,5,5,False,Concluída
19600,OS019600,161,21,16,4,88,481.52,285.42,176.7,766.94,108.72,7,5,False,Concluída
19601,OS019601,678,20,77,3,3524,160.14,135.84,96.81,295.98,39.03,3,5,False,Concluída
19602,OS019602,16,11,71,2,3471,192.37,172.67,106.99,365.04,65.68,5,5,False,Concluída
19603,OS019603,295,25,75,6,853,2991.55,1955.12,1198.68,4946.67,756.44,2,4,False,Concluída
19604,OS019604,585,4,42,4,1686,645.06,674.75,426.93,1319.81,247.82,6,5,False,Concluída
19605,OS019605,622,19,75,10,1077,263.62,228.19,145.5,491.81,82.69,3,5,False,Concluída
19606,OS019606,349,22,56,12,1047,282.68,191.96,106.1,474.64,85.86,6,5,True,Concluída
19607,OS019607,173,10,33,6,3410,2524.37,1628.79,1145.14,4153.16,483.65,6,5,False,Concluída
19608,OS019608,438,21,29,4,1255,688.38,517.28,303.38,1205.66,213.9,1,5,False,Concluída
19609,OS019609,199,4,62,10,1600,301.33,198.03,130.68,499.36,67.35,5,5,True,Concluída
19610,OS019610,192,16,66,12,2927,327.1,238.55,161.85,565.65,76.7,5,4,False,Concluída
19611,OS019611,600,1,8,9,1077,2582.75,2018.99,1448.52,4601.74,570.47,8,5,False,Concluída
19612,OS019612,109,13,43,6,3497,2362.13,2254.86,1433.8,4616.99,821.06,8,4,False,Em Aberto
19613,OS019613,5,19,47,6,3948,2806.86,3213.62,2304.66,6020.48,908.96,7,5,False,Concluída
19614,OS019614,256,14,12,9,1991,2439.16,2498.32,1592.17,4937.48,906.15,5,4,False,Concluída
19615,OS019615,359,13,84,12,3245,544.01,260.36,168.91,804.37,91.45,2,5,False,Concluída
19616,OS019616,515,4,40,4,1511,597.06,447.8,310.92,1044.86,136.88,3,4,False,Concluída
19617,OS019617,579,10,5,8,2035,1359.39,1625.29,977.45,2984.68,647.84,1,4,False,Concluída
19618,OS019618,482,8,56,12,2774,389.32,233.5,137.01,622.82,96.49,2,3,False,Concluída
19619,OS019619,454,9,57,4,2862,621.27,634.5,394.37,1255.77,240.13,7,4,False,Concluída
19620,OS019620,484,14,77,12,875,524.67,406.43,257.38,931.1,149.05,1,5,False,Concluída
19621,OS019621,205,8,1,7,3594,0.0,0.0,0.0,0.0,0.0,7,4,False,Concluída
19622,OS019622,287,25,33,9,2431,3318.87,2342.23,1329.68,5661.1,1012.55,8,4,False,Concluída
19623,OS019623,448,1,60,3,2718,97.4,87.99,48.75,185.39,39.24,4,4,False,Concluída
19624,OS019624,51,11,73,5,2374,952.48,1043.99,683.82,1996.47,360.17,1,4,True,Concluída
19625,OS019625,224,16,34,1,3875,398.31,166.31,94.04,564.62,72.27,5,5,True,Concluída
19626,OS019626,303,1,72,4,2042,426.52,197.12,133.89,623.64,63.23,3,3,False,Concluída
19627,OS019627,396,19,33,3,1117,108.23,69.02,49.01,177.25,20.01,1,4,False,Concluída
19628,OS019628,356,20,56,3,3195,178.62,75.28,41.81,253.9,33.47,8,5,False,Cancelada
19629,OS019629,526,18,76,6,3994,1145.32,577.24,362.46,1722.56,214.78,5,5,False,Concluída
19630,OS019630,346,7,83,6,587,1205.84,775.1,433.33,1980.94,341.77,7,5,False,Concluída
19631,OS019631,667,9,21,2,708,235.93,173.12,115.39,409.05,57.73,1,5,False,Concluída
19632,OS019632,286,6,68,6,2825,1660.68,1379.43,890.36,3040.11,489.07,4,2,False,Concluída
19633,OS019633,389,20,4,2,329,240.73,101.88,64.09,342.61,37.79,3,4,False,Concluída
19634,OS019634,3,6,49,10,1242,336.34,211.28,123.41,547.62,87.87,6,5,False,Concluída
19635,OS019635,236,1,11,2,899,240.78,162.1,96.13,402.88,65.97,3,5,False,Concluída
19636,OS019636,642,6,5,9,3676,1092.93,438.38,304.81,1531.31,133.57,2,4,False,Concluída
19637,OS019637,254,16,60,8,2408,1411.88,1070.07,656.03,2481.95,414.04,8,4,False,Em Aberto
19638,OS019638,190,4,30,7,1827,0.0,0.0,0.0,0.0,0.0,2,5,False,Em Aberto
19639,OS019639,403,3,66,1,107,635.01,256.09,142.68,891.1,113.41,5,5,False,Concluída
19640,OS019640,60,22,16,12,3283,589.14,518.38,365.0,1107.52,153.38,1,5,False,Concluída
19641,OS019641,394,9,82,3,3546,115.5,137.73,87.93,253.23,49.8,3,3,True,Concluída
19642,OS019642,231,24,76,9,3158,3635.61,2927.61,2045.66,6563.22,881.95,2,5,False,Concluída
19643,OS019643,287,24,12,7,614,0.0,0.0,0.0,0.0,0.0,1,4,False,Concluída
19644,OS019644,587,25,26,6,3370,2838.25,2633.62,1532.03,5471.87,1101.59,8,5,False,Concluída
19645,OS019645,481,22,68,7,3815,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
19646,OS019646,327,8,27,9,2519,2789.47,1732.73,1079.61,4522.2,653.12,6,4,True,Concluída
19647,OS019647,425,7,53,9,3923,726.32,869.77,530.12,1596.09,339.65,8,3,False,Concluída
19648,OS019648,567,12,48,10,155,397.05,435.34,256.43,832.39,178.91,6,5,True,Concluída
19649,OS019649,549,1,37,9,364,900.88,630.47,407.24,1531.35,223.23,5,3,False,Em Aberto
19650,OS019650,134,22,45,10,2375,325.17,265.43,164.54,590.6,100.89,8,5,False,Concluída
19651,OS019651,229,12,75,6,3616,1115.11,984.4,548.91,2099.51,435.49,4,2,False,Concluída
19652,OS019652,264,16,3,1,1015,642.52,692.5,463.89,1335.02,228.61,3,5,False,Concluída
19653,OS019653,136,14,6,12,3465,443.28,425.28,272.25,868.56,153.03,1,4,False,Concluída
19654,OS019654,11,11,78,4,3839,518.88,600.92,415.02,1119.8,185.9,8,4,True,Concluída
19655,OS019655,125,20,6,8,737,232.39,211.34,127.35,443.73,83.99,3,5,False,Concluída
19656,OS019656,600,19,77,11,1731,331.35,223.47,158.39,554.82,65.08,2,5,False,Concluída
19657,OS019657,404,19,29,5,905,986.23,760.35,501.01,1746.58,259.34,7,4,False,Concluída
19658,OS019658,259,13,33,1,1051,419.02,375.34,238.18,794.36,137.16,7,4,True,Concluída
19659,OS019659,443,12,17,6,800,2393.6,2513.38,1622.67,4906.98,890.71,4,5,True,Concluída
19660,OS019660,544,10,57,1,717,387.23,206.21,135.58,593.44,70.63,7,5,False,Concluída
19661,OS019661,268,15,11,1,2241,593.0,555.6,367.2,1148.6,188.4,4,5,False,Concluída
19662,OS019662,341,13,66,1,2930,469.68,387.11,250.0,856.79,137.11,8,4,False,Concluída
19663,OS019663,51,13,34,7,1558,0.0,0.0,0.0,0.0,0.0,6,3,False,Concluída
19664,OS019664,436,24,16,10,3250,245.44,181.39,103.64,426.83,77.75,2,4,False,Concluída
19665,OS019665,270,15,41,11,2946,348.6,249.32,179.16,597.92,70.16,3,5,False,Concluída
19666,OS019666,319,17,37,12,3189,490.64,244.23,168.91,734.87,75.32,4,5,False,Concluída
19667,OS019667,313,23,22,7,2202,0.0,0.0,0.0,0.0,0.0,2,4,False,Concluída
19668,OS019668,458,11,46,8,525,1183.65,1113.89,715.84,2297.54,398.05,8,4,False,Concluída
19669,OS019669,421,10,35,6,1800,1662.38,1418.15,875.07,3080.53,543.08,8,1,False,Concluída
19670,OS019670,312,4,7,11,2675,257.42,294.37,208.69,551.79,85.68,2,2,False,Em Aberto
19671,OS019671,16,17,50,10,1983,233.3,99.92,63.11,333.22,36.81,3,4,True,Concluída
19672,OS019672,450,14,15,6,2996,3146.92,2646.41,1766.19,5793.33,880.22,5,4,False,Concluída
19673,OS019673,651,2,4,6,3477,2173.62,1690.95,1026.06,3864.57,664.89,7,5,True,Concluída
19674,OS019674,569,7,13,1,1138,365.66,352.92,246.0,718.58,106.92,5,5,False,Concluída
19675,OS019675,718,16,29,2,3295,126.02,148.39,86.97,274.41,61.42,6,5,False,Concluída
19676,OS019676,97,17,50,12,1231,278.66,263.76,165.28,542.42,98.48,1,4,False,Concluída
19677,OS019677,164,22,16,3,357,80.09,62.39,38.68,142.48,23.71,6,3,False,Concluída
19678,OS019678,400,4,1,8,1081,372.55,304.09,182.72,676.64,121.37,4,5,False,Concluída
19679,OS019679,175,3,34,8,1402,1369.68,641.46,449.57,2011.14,191.89,6,5,False,Concluída
19680,OS019680,31,23,80,1,2633,354.99,255.79,154.39,610.78,101.4,4,5,False,Concluída
19681,OS019681,300,25,33,5,2969,639.62,765.74,530.93,1405.36,234.81,6,5,False,Concluída
19682,OS019682,218,5,15,4,1432,463.05,553.05,392.99,1016.1,160.06,1,4,False,Concluída
19683,OS019683,199,6,81,1,2672,380.84,309.86,221.42,690.7,88.44,6,4,False,Concluída
19684,OS019684,697,23,58,6,2740,2419.95,2772.64,1975.69,5192.59,796.95,5,3,False,Concluída
19685,OS019685,178,6,81,7,1868,0.0,0.0,0.0,0.0,0.0,5,2,False,Concluída
19686,OS019686,90,6,35,12,2679,432.32,444.47,297.49,876.79,146.98,6,4,False,Concluída
19687,OS019687,88,19,53,1,2734,622.28,317.14,219.08,939.42,98.06,3,4,False,Concluída
19688,OS019688,599,11,29,1,3812,440.39,345.55,227.41,785.94,118.14,4,5,False,Concluída
19689,OS019689,523,19,76,11,464,178.44,130.23,75.28,308.67,54.95,3,5,False,Concluída
19690,OS019690,90,14,58,6,1574,1646.01,1479.88,976.16,3125.89,503.72,2,5,True,Concluída
19691,OS019691,162,15,77,3,1355,89.64,90.45,60.62,180.09,29.83,1,5,False,Concluída
19692,OS019692,550,5,21,5,1727,700.96,687.11,481.04,1388.07,206.07,5,5,False,Concluída
19693,OS019693,208,23,39,11,2934,300.43,132.8,90.19,433.23,42.61,1,4,False,Em Aberto
19694,OS019694,718,12,1,6,37,1854.16,1627.86,1024.51,3482.02,603.35,2,4,False,Concluída
19695,OS019695,401,13,49,3,1505,137.3,62.66,44.81,199.96,17.85,1,2,False,Concluída
19696,OS019696,139,22,77,12,2374,539.25,639.84,359.19,1179.09,280.65,2,5,False,Concluída
19697,OS019697,637,18,43,10,3058,370.25,351.41,237.66,721.66,113.75,3,5,False,Concluída
19698,OS019698,244,3,77,3,1259,162.89,89.51,59.75,252.4,29.76,6,4,False,Concluída
19699,OS019699,219,12,5,5,2040,696.98,496.94,283.11,1193.92,213.83,1,5,False,Concluída
19700,OS019700,249,5,55,12,687,478.13,473.13,307.03,951.26,166.1,8,4,False,Concluída
19701,OS019701,568,13,78,7,604,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
19702,OS019702,124,23,80,11,797,298.98,313.02,174.18,612.0,138.84,5,4,False,Concluída
19703,OS019703,287,13,70,1,3343,533.49,287.49,158.82,820.98,128.67,6,3,False,Cancelada
19704,OS019704,28,6,2,1,3207,473.82,438.29,248.54,912.11,189.75,8,5,False,Concluída
19705,OS019705,614,16,68,11,2544,288.82,327.02,200.05,615.84,126.97,5,4,False,Concluída
19706,OS019706,259,3,63,9,1763,2246.97,1008.47,646.18,3255.44,362.29,4,5,False,Em Aberto
19707,OS019707,186,7,80,10,367,272.83,306.78,199.61,579.61,107.17,5,5,False,Concluída
19708,OS019708,426,21,81,8,2070,553.83,278.11,170.57,831.94,107.54,3,5,False,Concluída
19709,OS019709,515,10,67,8,1824,1107.1,550.02,314.92,1657.12,235.1,7,5,False,Concluída
19710,OS019710,604,4,70,6,2730,2494.72,1719.82,1202.68,4214.54,517.14,1,5,False,Concluída
19711,OS019711,264,12,83,10,851,316.41,130.04,72.37,446.45,57.67,5,5,True,Concluída
19712,OS019712,603,6,3,7,2367,0.0,0.0,0.0,0.0,0.0,5,5,False,Concluída
