"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
2311,"CLI02311","PF - Varejo","Digital","RJ","4","2023-10-07","2024-07-03","11871.07","Fiel"
2976,"CLI02976","PJ - Frota Pequena","Indicação","SP","4","2023-01-04","2024-10-20","2958.18","Fiel"
3631,"CLI03631","PF - Varejo","Digital","PR","4","2023-03-10","2024-10-30","4598.03","Fiel"
1905,"CLI01905","PF - Varejo","Digital","SP","4","2023-01-02","2024-12-18","6383.93","Fiel"
1291,"CLI01291","PJ - Frota Grande","Showroom","RJ","4","2023-02-06","2024-10-10","4988.80","Fiel"
3124,"CLI03124","PJ - Frota Grande","Digital","PR","4","2023-12-17","2024-12-29","2013.93","Fiel"
2871,"CLI02871","PJ - Frota Pequena","Fidelização","SP","4","2023-04-15","2024-11-06","9137.07","Fiel"
2297,"CLI02297","PF - Premium","Fidelização","PE","4","2023-08-16","2024-02-01","2542.75","Fiel"
2415,"CLI02415","PF - Varejo","Digital","GO","4","2023-04-06","2023-07-20","15403.16","Fiel"
308,"CLI00308","PF - Varejo","Showroom","MG","4","2023-03-16","2023-06-12","4825.19","Fiel"
3878,"CLI03878","PF - Varejo","Digital","SC","4","2023-11-28","2024-07-25","8669.51","Fiel"
1783,"CLI01783","PJ - Frota Pequena","Digital","GO","4","2023-05-14","2024-10-06","2622.45","Fiel"
2943,"CLI02943","PF - Varejo","Digital","DF","4","2023-08-01","2024-11-20","2696.20","Fiel"
158,"CLI00158","PJ - Frota Pequena","Digital","SP","4","2023-08-17","2024-02-07","4211.12","Fiel"
2024,"CLI02024","PF - Varejo","Indicação","MG","4","2023-01-24","2024-10-24","4013.58","Fiel"
2011,"CLI02011","PF - Varejo","Digital","RJ","4","2023-07-13","2024-09-20","6921.91","Fiel"
3113,"CLI03113","PF - Varejo","Showroom","RJ","4","2023-06-24","2024-01-29","4096.93","Fiel"
1130,"CLI01130","PF - Premium","Indicação","RJ","4","2023-03-19","2024-10-20","3125.75","Fiel"
281,"CLI00281","PJ - Frota Pequena","Showroom","RS","4","2023-05-22","2024-10-27","2864.54","Fiel"
3350,"CLI03350","PF - Varejo","Fidelização","RS","4","2023-05-04","2024-11-27","17784.17","Fiel"
3409,"CLI03409","PF - Varejo","Indicação","SP","4","2023-02-26","2023-10-29","4818.34","Fiel"
2529,"CLI02529","PF - Premium","Recall","PR","4","2023-01-13","2024-11-07","7651.14","Fiel"
635,"CLI00635","PJ - Frota Pequena","Indicação","SP","4","2023-10-02","2024-10-26","5757.58","Fiel"
147,"CLI00147","PF - Premium","Indicação","CE","4","2023-02-09","2024-05-09","2540.19","Fiel"
2721,"CLI02721","PF - Varejo","Digital","RJ","4","2023-03-02","2024-01-13","6435.07","Fiel"
376,"CLI00376","PF - Varejo","Digital","RJ","4","2023-07-07","2024-06-16","2172.73","Fiel"
3997,"CLI03997","PF - Varejo","Indicação","RJ","4","2023-05-13","2024-12-07","3124.82","Fiel"
2484,"CLI02484","PJ - Frota Pequena","Showroom","SP","4","2023-02-25","2024-11-20","2558.17","Fiel"
1937,"CLI01937","PJ - Frota Pequena","Digital","BA","4","2023-08-31","2024-10-13","8125.72","Fiel"
2029,"CLI02029","PJ - Frota Grande","Digital","RJ","4","2023-04-24","2024-03-15","8102.07","Fiel"
527,"CLI00527","PF - Varejo","Indicação","SP","4","2023-06-08","2024-11-10","6532.82","Fiel"
1400,"CLI01400","PJ - Frota Grande","Fidelização","CE","4","2023-04-23","2024-10-04","4024.52","Fiel"
2084,"CLI02084","PF - Premium","Indicação","SP","4","2023-01-29","2024-01-10","5030.56","Fiel"
1228,"CLI01228","PF - Varejo","Digital","RJ","4","2023-01-11","2024-06-11","2955.26","Fiel"
1886,"CLI01886","PJ - Frota Pequena","Fidelização","SP","4","2023-03-15","2024-06-17","12398.00","Fiel"
3082,"CLI03082","PF - Varejo","Showroom","DF","4","2023-01-26","2024-09-10","2464.59","Fiel"
530,"CLI00530","PF - Premium","Showroom","RJ","4","2023-01-18","2024-11-20","3432.39","Fiel"
1071,"CLI01071","PF - Varejo","Digital","RS","4","2023-05-01","2024-11-20","6099.12","Fiel"
1206,"CLI01206","PF - Varejo","CRM Ativo","SP","4","2023-03-08","2024-11-20","7820.03","Fiel"
3038,"CLI03038","PJ - Frota Grande","Showroom","RS","4","2023-11-02","2024-12-17","8267.29","Fiel"
2199,"CLI02199","PF - Varejo","Recall","RJ","4","2023-02-02","2024-09-23","8180.27","Fiel"
354,"CLI00354","PJ - Frota Pequena","Indicação","RS","4","2023-05-26","2024-11-10","3169.92","Fiel"
3405,"CLI03405","PF - Varejo","Recall","PR","4","2023-02-18","2024-11-04","13341.59","Fiel"
2143,"CLI02143","PJ - Frota Grande","Showroom","PR","4","2023-02-25","2024-11-17","2737.09","Fiel"
726,"CLI00726","PJ - Frota Grande","Fidelização","ES","4","2023-12-03","2024-08-02","12192.89","Fiel"
3030,"CLI03030","PJ - Frota Grande","Showroom","SP","4","2023-01-16","2024-03-29","1141.14","Fiel"
1986,"CLI01986","PF - Varejo","Digital","SP","4","2023-05-09","2024-12-04","3866.02","Fiel"
2188,"CLI02188","PF - Varejo","CRM Ativo","SP","4","2024-06-23","2024-12-25","2861.90","Fiel"
1145,"CLI01145","PJ - Frota Pequena","Fidelização","RJ","4","2024-01-08","2024-11-30","7602.45","Fiel"
3236,"CLI03236","PF - Varejo","Digital","BA","4","2023-02-04","2024-02-13","9714.13","Fiel"
1226,"CLI01226","PF - Varejo","Digital","SP","4","2023-02-23","2024-05-10","1783.85","Fiel"
2872,"CLI02872","PF - Varejo","Indicação","PR","4","2023-09-26","2024-08-15","1629.90","Fiel"
1917,"CLI01917","PJ - Frota Pequena","Indicação","SC","4","2023-01-23","2023-12-04","5768.96","Fiel"
1774,"CLI01774","PF - Varejo","Showroom","PR","4","2023-04-20","2023-10-15","3701.29","Fiel"
138,"CLI00138","PF - Premium","Fidelização","PE","4","2023-12-09","2024-12-28","7423.29","Fiel"
149,"CLI00149","PF - Varejo","Fidelização","BA","4","2023-06-28","2024-08-20","7794.70","Fiel"
2303,"CLI02303","PF - Varejo","Showroom","RJ","4","2024-01-10","2024-12-29","5659.59","Fiel"
2536,"CLI02536","PF - Varejo","Digital","RJ","4","2023-08-04","2024-11-06","10368.30","Fiel"
3621,"CLI03621","PF - Varejo","Fidelização","RJ","4","2023-03-06","2024-11-21","2388.66","Fiel"
980,"CLI00980","PJ - Frota Pequena","Indicação","RJ","4","2023-05-17","2024-06-25","2908.68","Fiel"
2684,"CLI02684","PJ - Frota Pequena","Digital","BA","4","2023-03-25","2024-05-24","4444.34","Fiel"
2235,"CLI02235","PF - Premium","Digital","SP","4","2023-07-03","2024-04-25","13331.32","Fiel"
1647,"CLI01647","PF - Varejo","Fidelização","CE","4","2023-01-26","2024-09-27","3984.68","Fiel"
1684,"CLI01684","PF - Premium","CRM Ativo","RJ","4","2023-01-06","2024-02-23","3723.84","Fiel"
1944,"CLI01944","PF - Varejo","Indicação","SP","4","2023-11-03","2024-05-10","5271.96","Fiel"
2792,"CLI02792","PF - Premium","Recall","SP","4","2023-09-11","2024-07-01","4156.08","Fiel"
73,"CLI00073","PJ - Frota Grande","Fidelização","BA","4","2023-01-24","2024-11-24","4742.57","Fiel"
2814,"CLI02814","PF - Premium","Fidelização","CE","4","2023-02-03","2024-08-13","5159.63","Fiel"
2179,"CLI02179","PF - Varejo","Indicação","PR","4","2023-04-06","2023-07-17","2842.91","Fiel"
922,"CLI00922","PJ - Frota Grande","Indicação","BA","4","2023-05-14","2024-12-12","6899.82","Fiel"
222,"CLI00222","PF - Varejo","Recall","SP","4","2023-06-09","2024-08-30","9539.06","Fiel"
1279,"CLI01279","PF - Varejo","Showroom","PE","4","2023-05-29","2024-06-08","7235.65","Fiel"
3253,"CLI03253","PF - Varejo","Indicação","RS","4","2023-01-24","2024-03-23","3583.88","Fiel"
344,"CLI00344","PF - Varejo","Recall","BA","4","2023-08-12","2024-11-13","4996.21","Fiel"
829,"CLI00829","PJ - Frota Pequena","Recall","RS","4","2023-03-02","2024-11-24","2099.59","Fiel"
1557,"CLI01557","PF - Varejo","Digital","SP","4","2023-01-17","2024-11-01","5934.62","Fiel"
822,"CLI00822","PF - Varejo","Showroom","RS","4","2023-02-17","2024-03-29","2665.65","Fiel"
3282,"CLI03282","PJ - Frota Pequena","Digital","SP","4","2023-12-10","2024-10-18","5166.41","Fiel"
1178,"CLI01178","PJ - Frota Grande","Digital","SP","4","2023-01-28","2024-03-24","2033.25","Fiel"
2406,"CLI02406","PF - Premium","Showroom","MG","4","2023-07-11","2024-10-24","2226.73","Fiel"
2796,"CLI02796","PJ - Frota Grande","Showroom","SP","4","2023-02-18","2024-09-21","7441.74","Fiel"
2367,"CLI02367","PF - Varejo","Digital","SP","4","2023-06-25","2024-08-25","2646.99","Fiel"
3096,"CLI03096","PF - Varejo","Indicação","SP","4","2023-09-27","2024-09-29","7270.45","Fiel"
3945,"CLI03945","PF - Varejo","Recall","MG","4","2023-04-18","2024-09-01","4535.20","Fiel"
1990,"CLI01990","PF - Varejo","Showroom","SP","4","2023-05-01","2024-10-22","6577.85","Fiel"
241,"CLI00241","PF - Varejo","Showroom","MG","4","2023-06-02","2024-10-03","4447.78","Fiel"
1464,"CLI01464","PF - Premium","Digital","MG","4","2023-06-07","2024-12-08","7746.00","Fiel"
3555,"CLI03555","PJ - Frota Pequena","Fidelização","MG","4","2023-01-09","2024-03-01","3752.21","Fiel"
3389,"CLI03389","PF - Varejo","CRM Ativo","RS","4","2023-06-10","2024-11-03","1861.36","Fiel"
1547,"CLI01547","PF - Varejo","Digital","SP","4","2023-04-17","2024-09-20","3828.57","Fiel"
3949,"CLI03949","PJ - Frota Grande","Indicação","SP","4","2023-08-01","2024-02-14","7020.20","Fiel"
2990,"CLI02990","PF - Varejo","Digital","SP","4","2023-06-10","2024-08-11","2187.94","Fiel"
2030,"CLI02030","PJ - Frota Pequena","Recall","RJ","4","2023-01-29","2024-08-14","3426.76","Fiel"
2260,"CLI02260","PJ - Frota Pequena","Showroom","RJ","4","2023-03-10","2024-12-20","2377.98","Fiel"
1122,"CLI01122","PJ - Frota Grande","Indicação","MG","4","2023-05-09","2024-04-28","3165.51","Fiel"
2842,"CLI02842","PF - Varejo","Indicação","SP","4","2023-01-05","2024-12-04","7503.20","Fiel"
257,"CLI00257","PF - Varejo","Fidelização","MG","4","2023-11-18","2024-10-14","4921.51","Fiel"
1945,"CLI01945","PF - Varejo","CRM Ativo","RJ","4","2023-01-04","2024-05-04","4462.54","Fiel"
1348,"CLI01348","PF - Varejo","Indicação","RJ","4","2023-12-18","2024-08-10","14169.29","Fiel"
2456,"CLI02456","PF - Varejo","Fidelização","RJ","4","2023-10-15","2024-11-30","13326.92","Fiel"
1408,"CLI01408","PF - Varejo","Indicação","SP","4","2023-03-26","2023-09-23","4272.16","Fiel"
3653,"CLI03653","PF - Premium","Recall","SP","4","2023-12-23","2024-12-04","7913.49","Fiel"
3223,"CLI03223","PF - Varejo","Fidelização","MG","4","2023-03-19","2024-09-10","5073.05","Fiel"
2068,"CLI02068","PF - Varejo","Showroom","DF","4","2023-12-05","2024-10-29","6097.00","Fiel"
3569,"CLI03569","PF - Varejo","Digital","BA","4","2023-10-24","2024-12-12","1001.66","Fiel"
1391,"CLI01391","PF - Varejo","Digital","MG","4","2023-11-15","2024-12-11","2258.95","Fiel"
3885,"CLI03885","PF - Varejo","Showroom","SP","4","2023-10-05","2024-11-23","1826.55","Fiel"
3302,"CLI03302","PF - Varejo","Indicação","MG","4","2023-02-23","2024-10-31","3403.36","Fiel"
3550,"CLI03550","PJ - Frota Grande","Digital","MG","4","2024-03-31","2024-12-29","5249.20","Fiel"
2461,"CLI02461","PF - Varejo","Digital","SP","4","2023-06-23","2024-09-20","1934.35","Fiel"
1358,"CLI01358","PF - Varejo","Showroom","SP","4","2023-02-16","2024-10-19","3365.67","Fiel"
1573,"CLI01573","PF - Varejo","Digital","PE","4","2023-02-22","2024-05-09","2979.31","Fiel"
2373,"CLI02373","PF - Premium","Recall","SP","4","2023-02-20","2024-12-28","9175.10","Fiel"
703,"CLI00703","PF - Varejo","Digital","SC","4","2023-04-15","2024-11-09","2355.71","Fiel"
2813,"CLI02813","PF - Varejo","Indicação","RJ","4","2023-02-08","2024-10-28","4285.57","Fiel"
1797,"CLI01797","PJ - Frota Pequena","Digital","SP","4","2023-03-18","2024-12-13","4117.61","Fiel"
1964,"CLI01964","PF - Varejo","Recall","SP","4","2023-04-14","2024-05-02","3208.81","Fiel"
3437,"CLI03437","PF - Varejo","Recall","GO","4","2023-01-26","2024-09-08","2144.11","Fiel"
3179,"CLI03179","PF - Premium","CRM Ativo","BA","4","2023-09-03","2024-05-08","4985.48","Fiel"
2623,"CLI02623","PF - Varejo","Recall","MG","4","2023-02-23","2024-10-31","4680.10","Fiel"
3247,"CLI03247","PF - Varejo","Recall","RS","4","2023-10-10","2024-02-09","6564.98","Fiel"
2949,"CLI02949","PF - Varejo","Showroom","RJ","4","2023-01-31","2024-04-22","10757.99","Fiel"
2777,"CLI02777","PJ - Frota Pequena","Showroom","RJ","4","2023-04-25","2024-04-11","7131.58","Fiel"
218,"CLI00218","PF - Varejo","Showroom","SP","4","2023-02-20","2024-10-27","3824.92","Fiel"
2107,"CLI02107","PJ - Frota Pequena","Showroom","SP","4","2023-07-12","2024-07-20","4624.50","Fiel"
392,"CLI00392","PJ - Frota Pequena","Showroom","ES","4","2023-03-12","2024-11-05","4880.08","Fiel"
146,"CLI00146","PF - Varejo","Indicação","RJ","4","2023-03-11","2024-07-05","6570.50","Fiel"
240,"CLI00240","PJ - Frota Pequena","Indicação","SP","4","2023-01-20","2024-12-29","1753.92","Fiel"
1369,"CLI01369","PJ - Frota Pequena","Recall","RS","4","2023-04-01","2024-10-24","3234.30","Fiel"
1838,"CLI01838","PF - Premium","Indicação","SP","4","2023-05-01","2024-05-07","2229.49","Fiel"
2103,"CLI02103","PJ - Frota Pequena","CRM Ativo","SP","4","2023-07-03","2024-04-02","3074.30","Fiel"
3377,"CLI03377","PF - Varejo","Fidelização","RJ","4","2023-01-17","2023-08-12","5946.26","Fiel"
1023,"CLI01023","PF - Varejo","Recall","RJ","4","2023-06-07","2024-05-01","2362.21","Fiel"
1208,"CLI01208","PF - Varejo","Recall","SP","4","2023-09-18","2024-12-09","3603.62","Fiel"
3836,"CLI03836","PF - Varejo","Fidelização","MG","4","2023-04-16","2024-12-22","12932.92","Fiel"
36,"CLI00036","PJ - Frota Pequena","Digital","SP","4","2023-01-21","2024-10-14","2555.92","Fiel"
3294,"CLI03294","PF - Premium","Digital","SP","4","2023-08-04","2024-12-02","1434.60","Fiel"
461,"CLI00461","PJ - Frota Grande","Indicação","SP","4","2023-02-02","2024-05-07","3805.34","Fiel"
1363,"CLI01363","PJ - Frota Pequena","Indicação","RJ","4","2023-03-08","2024-05-13","5277.58","Fiel"
813,"CLI00813","PF - Premium","Fidelização","GO","4","2023-12-13","2024-11-25","8396.49","Fiel"
691,"CLI00691","PF - Varejo","CRM Ativo","SP","4","2023-03-01","2024-09-01","3213.49","Fiel"
2338,"CLI02338","PJ - Frota Pequena","Indicação","SP","4","2023-02-24","2024-06-09","3591.22","Fiel"
1916,"CLI01916","PJ - Frota Pequena","Showroom","RJ","4","2023-02-04","2024-11-27","3979.40","Fiel"
52,"CLI00052","PF - Premium","Showroom","MG","4","2023-03-31","2024-12-28","13093.61","Fiel"
72,"CLI00072","PF - Varejo","Digital","SP","4","2023-03-21","2024-08-25","4028.04","Fiel"
1581,"CLI01581","PF - Varejo","Digital","ES","4","2023-09-30","2024-06-20","2749.79","Fiel"
371,"CLI00371","PF - Varejo","Recall","MG","4","2023-03-20","2024-03-26","4935.29","Fiel"
3552,"CLI03552","PF - Varejo","Indicação","BA","4","2023-03-21","2024-09-24","5047.74","Fiel"
450,"CLI00450","PF - Varejo","Recall","CE","4","2023-06-27","2024-08-21","1684.91","Fiel"
2957,"CLI02957","PJ - Frota Grande","Digital","SC","4","2024-10-17","2024-11-20","6798.58","Fiel"
2377,"CLI02377","PJ - Frota Grande","Indicação","PE","4","2023-04-08","2024-12-19","6976.72","Fiel"
3961,"CLI03961","PF - Varejo","Showroom","PE","4","2023-11-19","2024-12-13","8613.00","Fiel"
2436,"CLI02436","PF - Varejo","Recall","CE","4","2024-05-18","2024-10-06","5695.40","Fiel"
2280,"CLI02280","PF - Varejo","CRM Ativo","MG","4","2023-12-28","2024-12-23","8051.98","Fiel"
1796,"CLI01796","PF - Varejo","Digital","RJ","4","2023-03-25","2024-12-02","3804.13","Fiel"
953,"CLI00953","PF - Varejo","Digital","RJ","4","2023-03-06","2024-12-12","4247.11","Fiel"
884,"CLI00884","PF - Varejo","Indicação","MG","4","2023-04-06","2024-12-16","2374.30","Fiel"
1656,"CLI01656","PF - Varejo","Fidelização","SC","4","2023-01-29","2024-08-07","2935.19","Fiel"
935,"CLI00935","PJ - Frota Pequena","Digital","RJ","4","2024-01-14","2024-09-06","4123.10","Fiel"
1345,"CLI01345","PJ - Frota Grande","CRM Ativo","SP","4","2024-01-23","2024-03-26","5781.24","Fiel"
1605,"CLI01605","PF - Varejo","Showroom","SP","4","2023-03-06","2024-12-11","3080.38","Fiel"
2801,"CLI02801","PF - Varejo","Showroom","PE","4","2023-02-18","2024-03-15","4950.58","Fiel"
3271,"CLI03271","PF - Premium","Digital","SC","4","2023-04-04","2023-10-05","4469.83","Fiel"
262,"CLI00262","PF - Varejo","Digital","SP","4","2023-02-27","2024-06-15","5772.36","Fiel"
3835,"CLI03835","PF - Varejo","Indicação","SP","4","2023-06-06","2024-02-17","4610.44","Fiel"
3081,"CLI03081","PJ - Frota Pequena","Indicação","CE","4","2023-01-26","2024-11-01","14341.13","Fiel"
375,"CLI00375","PJ - Frota Grande","Digital","SP","4","2023-02-18","2024-12-27","2115.00","Fiel"
780,"CLI00780","PJ - Frota Grande","Recall","MG","4","2023-08-09","2024-11-09","6202.12","Fiel"
2193,"CLI02193","PJ - Frota Pequena","Digital","RJ","4","2023-03-08","2024-11-02","8706.30","Fiel"
1567,"CLI01567","PF - Varejo","Indicação","RJ","4","2023-01-17","2024-01-29","2489.40","Fiel"
807,"CLI00807","PF - Premium","Digital","SP","4","2023-12-24","2024-09-19","4952.07","Fiel"
1767,"CLI01767","PF - Varejo","Indicação","PE","4","2023-07-11","2024-11-18","2308.43","Fiel"
2037,"CLI02037","PF - Varejo","Fidelização","GO","4","2023-06-13","2024-04-11","3567.87","Fiel"
2111,"CLI02111","PF - Varejo","Digital","MG","4","2023-05-09","2024-09-22","4270.80","Fiel"
976,"CLI00976","PF - Varejo","Recall","RS","4","2023-02-04","2024-09-02","8319.31","Fiel"
737,"CLI00737","PF - Varejo","Digital","SP","4","2023-05-01","2023-12-29","4760.74","Fiel"
3553,"CLI03553","PJ - Frota Pequena","CRM Ativo","ES","4","2023-02-07","2024-12-18","5387.10","Fiel"
1791,"CLI01791","PJ - Frota Grande","Recall","RJ","4","2023-03-13","2024-05-30","2406.40","Fiel"
1700,"CLI01700","PF - Premium","CRM Ativo","ES","4","2023-01-11","2024-09-17","4674.88","Fiel"
1847,"CLI01847","PF - Premium","Digital","MG","4","2023-02-11","2024-07-16","2160.12","Fiel"
2512,"CLI02512","PJ - Frota Pequena","CRM Ativo","GO","4","2024-01-03","2024-11-07","1939.59","Fiel"
2669,"CLI02669","PF - Varejo","Showroom","RJ","4","2023-03-17","2023-09-11","10495.89","Fiel"
2486,"CLI02486","PF - Premium","Showroom","SP","4","2023-04-30","2024-10-08","5906.64","Fiel"
798,"CLI00798","PF - Premium","Indicação","SP","4","2023-04-16","2023-06-12","2485.40","Fiel"
825,"CLI00825","PF - Varejo","Showroom","PR","4","2023-01-12","2024-11-26","4526.02","Fiel"
2934,"CLI02934","PJ - Frota Pequena","Fidelização","MG","4","2023-02-15","2024-09-09","2977.41","Fiel"
657,"CLI00657","PF - Varejo","Indicação","RJ","4","2023-01-23","2023-05-11","2172.48","Fiel"
3692,"CLI03692","PJ - Frota Grande","Digital","RJ","4","2024-02-04","2024-09-15","7671.23","Fiel"
1146,"CLI01146","PJ - Frota Pequena","Fidelização","SP","4","2023-11-03","2024-10-11","2844.98","Fiel"
1887,"CLI01887","PF - Varejo","Digital","PR","4","2023-04-16","2024-04-28","3125.11","Fiel"
1128,"CLI01128","PF - Varejo","Recall","PR","4","2023-02-01","2024-12-26","1284.43","Fiel"
2959,"CLI02959","PF - Varejo","Showroom","CE","4","2023-03-13","2024-11-15","4932.32","Fiel"
2281,"CLI02281","PF - Varejo","Digital","RJ","4","2023-01-18","2024-02-16","4849.25","Fiel"
2977,"CLI02977","PF - Varejo","Showroom","PR","4","2023-11-20","2024-09-04","5397.16","Fiel"
2686,"CLI02686","PF - Premium","Recall","RJ","4","2023-11-15","2024-07-02","2033.70","Fiel"
3805,"CLI03805","PF - Premium","Digital","PE","4","2023-12-08","2024-11-02","7567.45","Fiel"
2410,"CLI02410","PF - Varejo","Digital","SP","4","2023-03-27","2024-12-23","2181.35","Fiel"
1833,"CLI01833","PF - Premium","Indicação","CE","4","2023-04-06","2024-10-11","11790.76","Fiel"
1330,"CLI01330","PJ - Frota Grande","Indicação","SP","4","2023-05-09","2024-11-29","2320.68","Fiel"
2973,"CLI02973","PJ - Frota Grande","Fidelização","ES","4","2023-05-19","2024-08-22","9684.07","Fiel"
1271,"CLI01271","PF - Varejo","Digital","SP","4","2023-02-07","2024-02-10","9772.36","Fiel"
2652,"CLI02652","PF - Premium","Recall","BA","4","2023-07-04","2023-12-31","3869.36","Fiel"
2785,"CLI02785","PF - Varejo","Fidelização","CE","4","2023-02-27","2024-07-22","2846.06","Fiel"
3255,"CLI03255","PF - Premium","CRM Ativo","GO","4","2023-03-13","2024-12-02","1277.88","Fiel"
2244,"CLI02244","PJ - Frota Grande","Indicação","PE","4","2023-01-02","2024-09-23","2603.79","Fiel"
1194,"CLI01194","PJ - Frota Pequena","Indicação","RS","4","2023-03-03","2024-08-18","7050.87","Fiel"
1463,"CLI01463","PJ - Frota Pequena","Digital","SP","4","2023-09-14","2024-07-21","4636.75","Fiel"
3321,"CLI03321","PF - Premium","Digital","PE","4","2023-04-29","2024-10-20","4588.45","Fiel"
903,"CLI00903","PF - Varejo","Indicação","MG","4","2023-06-16","2024-07-17","2186.37","Fiel"
1777,"CLI01777","PJ - Frota Grande","Digital","MG","4","2023-03-20","2024-11-22","12531.84","Fiel"
2704,"CLI02704","PJ - Frota Pequena","Showroom","MG","4","2023-05-05","2024-12-09","7817.07","Fiel"
108,"CLI00108","PJ - Frota Grande","Indicação","MG","4","2023-08-12","2024-11-27","5310.76","Fiel"
2630,"CLI02630","PF - Premium","Showroom","CE","4","2023-09-21","2024-11-26","6861.61","Fiel"
1007,"CLI01007","PF - Varejo","CRM Ativo","RS","4","2023-07-07","2024-08-18","4432.25","Fiel"
2968,"CLI02968","PF - Varejo","Digital","RJ","4","2023-03-04","2024-07-24","10006.38","Fiel"
2428,"CLI02428","PJ - Frota Pequena","Showroom","PR","4","2023-12-16","2024-10-08","1675.58","Fiel"
1245,"CLI01245","PF - Varejo","Fidelização","RJ","4","2023-01-11","2024-07-23","3657.36","Fiel"
1947,"CLI01947","PF - Varejo","Indicação","SP","4","2023-02-10","2024-09-21","2372.12","Fiel"
457,"CLI00457","PF - Premium","Digital","GO","4","2023-02-11","2024-03-22","11220.20","Fiel"
3500,"CLI03500","PF - Varejo","Digital","SP","4","2023-05-02","2024-08-22","7467.51","Fiel"
204,"CLI00204","PF - Varejo","Recall","RS","4","2023-01-21","2024-07-27","8038.55","Fiel"
668,"CLI00668","PF - Varejo","CRM Ativo","MG","4","2023-04-23","2024-01-22","1492.88","Fiel"
2753,"CLI02753","PJ - Frota Pequena","Showroom","PE","4","2023-01-29","2024-10-29","3201.95","Fiel"
1900,"CLI01900","PF - Premium","Indicação","BA","4","2023-09-06","2024-09-30","6850.49","Fiel"
1303,"CLI01303","PF - Varejo","Digital","SP","4","2023-02-20","2023-06-01","3643.11","Fiel"
2733,"CLI02733","PF - Varejo","Fidelização","DF","4","2023-04-19","2024-11-17","7402.13","Fiel"
3430,"CLI03430","PF - Varejo","Showroom","RS","4","2023-01-10","2024-10-15","8313.93","Fiel"
1548,"CLI01548","PF - Varejo","Showroom","GO","4","2023-10-11","2024-09-09","6123.25","Fiel"
3957,"CLI03957","PF - Varejo","Indicação","RS","4","2023-09-24","2024-11-22","6245.22","Fiel"
3814,"CLI03814","PF - Premium","Digital","ES","4","2023-06-09","2024-11-21","2873.72","Fiel"
904,"CLI00904","PF - Varejo","Digital","SP","4","2023-08-03","2024-12-30","1490.43","Fiel"
1008,"CLI01008","PF - Premium","Showroom","SP","4","2023-06-20","2024-04-09","3746.72","Fiel"
3745,"CLI03745","PJ - Frota Pequena","Recall","SP","4","2023-07-28","2024-08-17","2933.78","Fiel"
1629,"CLI01629","PJ - Frota Pequena","Digital","PR","4","2023-02-15","2024-07-26","7875.09","Fiel"
1786,"CLI01786","PF - Varejo","Fidelização","MG","4","2023-02-05","2024-07-11","3241.86","Fiel"
1836,"CLI01836","PF - Varejo","Digital","PR","4","2023-02-08","2024-08-30","12454.69","Fiel"
3534,"CLI03534","PF - Premium","Fidelização","SP","4","2023-03-28","2024-04-26","5509.46","Fiel"
3232,"CLI03232","PF - Varejo","Digital","DF","4","2024-02-09","2024-08-19","1685.71","Fiel"
764,"CLI00764","PF - Varejo","Indicação","PE","4","2023-04-28","2024-07-24","12364.99","Fiel"
947,"CLI00947","PF - Varejo","Showroom","MG","4","2023-02-07","2024-09-08","9935.09","Fiel"
3438,"CLI03438","PJ - Frota Pequena","Fidelização","PE","4","2023-06-22","2024-10-09","6722.60","Fiel"
2121,"CLI02121","PJ - Frota Pequena","Indicação","PR","4","2023-02-22","2024-05-02","2432.45","Fiel"
3386,"CLI03386","PF - Varejo","Indicação","MG","4","2023-03-28","2024-10-29","11128.19","Fiel"
3098,"CLI03098","PJ - Frota Grande","Indicação","SP","4","2024-01-21","2024-11-30","1785.96","Fiel"
3212,"CLI03212","PF - Premium","Showroom","SC","4","2023-01-21","2024-10-18","2633.09","Fiel"
3591,"CLI03591","PJ - Frota Pequena","Fidelização","RS","4","2023-05-21","2024-10-20","2249.80","Fiel"
288,"CLI00288","PF - Varejo","Recall","MG","4","2023-02-10","2024-06-24","1545.60","Fiel"
3114,"CLI03114","PF - Varejo","Digital","SP","4","2023-08-20","2024-11-02","6653.30","Fiel"
1368,"CLI01368","PF - Varejo","Digital","RJ","4","2023-03-04","2023-12-14","13655.08","Fiel"
1018,"CLI01018","PJ - Frota Grande","Digital","MG","4","2023-12-27","2024-10-21","2233.10","Fiel"
945,"CLI00945","PJ - Frota Grande","Fidelização","ES","4","2023-10-15","2024-06-21","6740.33","Fiel"
775,"CLI00775","PF - Varejo","Indicação","MG","4","2023-09-25","2024-09-27","14853.45","Fiel"
1521,"CLI01521","PF - Varejo","Digital","SP","4","2023-08-12","2024-03-27","1827.72","Fiel"
2945,"CLI02945","PF - Varejo","Digital","ES","4","2023-04-06","2024-07-18","4349.25","Fiel"
3464,"CLI03464","PF - Varejo","Showroom","PE","4","2023-01-22","2023-12-31","5590.17","Fiel"
2446,"CLI02446","PJ - Frota Pequena","Showroom","RS","4","2023-05-09","2024-11-15","8016.49","Fiel"
2149,"CLI02149","PF - Varejo","Indicação","SP","4","2023-04-26","2024-04-11","6461.93","Fiel"
2645,"CLI02645","PF - Varejo","Showroom","SC","4","2023-05-14","2024-11-03","4691.87","Fiel"
